,Hours_Studied,Attendance,Parental_Involvement,Access_to_Resources,Extracurricular_Activities,Sleep_Hours,Previous_Scores,Motivation_Level,Internet_Access,Tutoring_Sessions,Family_Income,Teacher_Quality,School_Type,Peer_Influence,Physical_Activity,Learning_Disabilities,Parental_Education_Level,Distance_from_Home,Gender,Exam_Score,ratio_per_person
5852,24,94,Low,Medium,No,8,60,Low,Yes,0,Medium,Medium,Public,Neutral,3.0,No,High School,Near,Male,68,0.2553191489361702
5853,14,77,Medium,Medium,Yes,6,77,Low,Yes,1,Low,High,Private,Neutral,2.0,No,College,Near,Male,64,0.18181818181818182
5854,12,90,High,High,No,8,67,Low,Yes,2,Low,Low,Public,Neutral,3.0,No,High School,Near,Female,67,0.13333333333333333
5855,9,64,Medium,High,Yes,6,99,Medium,Yes,6,Low,High,Public,Positive,6.0,Yes,High School,Moderate,Male,65,0.140625
5856,7,62,High,Medium,Yes,7,74,Medium,Yes,3,Medium,Medium,Public,Neutral,3.0,No,Postgraduate,Near,Female,62,0.11290322580645161
5857,17,90,Low,High,Yes,5,88,Low,Yes,1,Medium,Medium,Public,Negative,1.0,No,College,Near,Female,68,0.18888888888888888
5858,18,77,High,Medium,Yes,4,80,Medium,Yes,1,Medium,Low,Private,Negative,2.0,No,College,Near,Male,66,0.23376623376623376
5859,16,100,High,High,Yes,7,55,High,Yes,1,Low,Medium,Public,Negative,2.0,Yes,College,Moderate,Male,69,0.16
5860,27,64,Medium,Medium,Yes,7,77,High,Yes,3,High,Medium,Public,Neutral,4.0,No,High School,Moderate,Male,68,0.421875
5861,27,94,Medium,Low,No,5,77,Medium,Yes,0,Medium,High,Public,Positive,2.0,No,College,Near,Female,71,0.2872340425531915
5862,18,79,Medium,High,Yes,8,86,Medium,Yes,3,Low,Low,Public,Neutral,4.0,No,College,Near,Female,68,0.22784810126582278
5863,9,93,High,Low,Yes,7,66,Medium,Yes,0,Low,Low,Private,Neutral,2.0,No,College,Moderate,Male,64,0.0967741935483871
5864,17,93,Low,Medium,No,8,93,Low,Yes,0,Low,Medium,Public,Negative,3.0,No,College,Moderate,Male,66,0.1827956989247312
5865,16,97,Medium,Low,Yes,8,81,High,Yes,0,High,High,Private,Positive,2.0,No,High School,Near,Male,70,0.16494845360824742
5866,16,72,Low,Medium,No,9,52,Medium,Yes,1,Medium,High,Public,Negative,1.0,Yes,College,Moderate,Female,60,0.2222222222222222
5867,16,98,Medium,Medium,Yes,8,85,Low,Yes,0,Low,High,Public,Positive,2.0,No,College,Far,Male,69,0.16326530612244897
5868,16,66,Medium,Medium,Yes,7,95,Low,Yes,1,Medium,Medium,Public,Positive,4.0,No,College,Near,Male,65,0.24242424242424243
5869,18,63,High,High,Yes,7,84,Medium,Yes,1,Medium,High,Public,Neutral,2.0,No,High School,Near,Female,66,0.2857142857142857
5870,16,77,Medium,Low,No,10,69,Medium,Yes,1,Medium,Medium,Private,Neutral,3.0,No,High School,Near,Female,64,0.2077922077922078
5871,21,93,Medium,High,No,8,80,Medium,Yes,0,High,High,Public,Positive,1.0,No,College,Moderate,Female,71,0.22580645161290322
5872,22,79,High,Low,No,7,59,Medium,Yes,0,Medium,Medium,Public,Positive,3.0,No,College,Near,Male,66,0.27848101265822783
5873,15,93,Medium,Low,Yes,7,80,Low,Yes,0,Low,Medium,Public,Positive,3.0,No,High School,Near,Female,66,0.16129032258064516
5874,28,89,Medium,Medium,No,6,75,Medium,Yes,1,Low,Low,Private,Negative,3.0,No,High School,Moderate,Male,68,0.3146067415730337
5875,14,68,High,High,No,5,51,High,Yes,1,High,Medium,Public,Neutral,5.0,Yes,High School,Moderate,Male,63,0.20588235294117646
5876,10,98,Medium,Low,Yes,10,66,Low,Yes,1,Low,High,Public,Negative,2.0,No,College,Near,Female,66,0.10204081632653061
5877,22,62,Low,Medium,No,8,60,Low,No,0,Medium,High,Public,Positive,2.0,No,College,Near,Male,61,0.3548387096774194
5878,15,96,Medium,Low,No,5,70,High,Yes,4,Low,High,Private,Positive,3.0,No,College,Near,Male,70,0.15625
5879,22,72,Medium,High,Yes,7,62,Low,Yes,5,High,Medium,Private,Neutral,2.0,No,College,Moderate,Female,68,0.3055555555555556
5880,6,80,Medium,Medium,Yes,9,92,Low,Yes,5,Low,Medium,Public,Neutral,2.0,No,Postgraduate,Moderate,Male,65,0.075
5881,28,77,High,Medium,No,6,85,High,Yes,0,Low,Medium,Public,Negative,1.0,No,Postgraduate,Near,Female,69,0.36363636363636365
5882,24,67,Medium,High,Yes,6,87,Low,Yes,0,Medium,Medium,Public,Positive,4.0,No,College,Near,Male,67,0.3582089552238806
5883,11,74,High,Medium,No,8,68,Low,Yes,0,Medium,Medium,Public,Positive,3.0,No,High School,Moderate,Male,62,0.14864864864864866
5884,11,68,Low,High,Yes,8,50,Low,Yes,2,Low,High,Private,Positive,4.0,No,High School,Near,Female,61,0.16176470588235295
5885,30,68,High,High,Yes,6,61,High,Yes,1,Medium,Medium,Public,Positive,3.0,No,Postgraduate,,Female,70,0.4411764705882353
5886,16,67,High,Medium,Yes,6,88,Medium,Yes,0,High,Low,Public,Neutral,3.0,No,College,Near,Male,65,0.23880597014925373
5887,15,80,High,Medium,No,8,80,Medium,Yes,1,Low,Medium,Public,Neutral,4.0,No,High School,Moderate,Female,65,0.1875
5888,6,92,Medium,Medium,Yes,5,77,Medium,Yes,1,Low,High,Public,Positive,4.0,No,High School,Near,Male,66,0.06521739130434782
5889,18,83,Medium,High,Yes,6,64,Low,No,1,Medium,High,Private,Negative,3.0,No,High School,Near,Female,66,0.21686746987951808
5890,19,96,Medium,Medium,Yes,7,54,High,Yes,1,Low,Medium,Public,Neutral,3.0,No,College,Near,Male,69,0.19791666666666666
5891,24,85,High,High,No,8,89,Medium,Yes,1,Low,Medium,Public,Neutral,3.0,No,High School,Moderate,Female,70,0.2823529411764706
5892,12,88,High,Medium,No,6,52,Low,No,1,Medium,High,Public,Negative,1.0,No,High School,Near,Male,63,0.13636363636363635
5893,11,87,Low,Medium,No,8,53,High,Yes,1,Medium,Medium,Public,Positive,3.0,No,High School,Near,Female,64,0.12643678160919541
5894,23,78,High,Low,No,9,65,High,Yes,1,Low,High,Public,Neutral,2.0,Yes,College,Far,Female,65,0.2948717948717949
5895,26,88,High,Medium,Yes,6,79,Medium,Yes,1,Low,High,Public,Neutral,4.0,No,High School,Far,Male,71,0.29545454545454547
5896,11,63,Medium,Medium,Yes,10,100,High,Yes,0,Medium,Medium,Public,Neutral,3.0,No,High School,Far,Female,61,0.1746031746031746
5897,26,94,Low,Low,Yes,9,55,Low,Yes,2,High,Medium,Public,Neutral,3.0,No,High School,Near,Male,69,0.2765957446808511
5898,20,91,High,Medium,No,7,74,Medium,Yes,1,Medium,Medium,Public,Neutral,4.0,No,High School,Moderate,Male,69,0.21978021978021978
5899,27,70,Medium,Medium,No,7,80,Low,Yes,1,Low,Medium,Public,Neutral,3.0,No,High School,Near,Female,66,0.38571428571428573
5900,20,91,High,Medium,No,6,91,Medium,Yes,3,High,High,Public,Neutral,2.0,No,High School,Near,Male,72,0.21978021978021978
5901,5,61,High,Medium,No,9,84,High,Yes,1,Medium,Medium,Public,Neutral,3.0,No,College,Near,Male,60,0.08196721311475409
5902,19,69,Low,Low,No,7,90,Medium,Yes,0,Low,Medium,Public,Neutral,1.0,No,College,Near,Male,62,0.2753623188405797
5903,26,63,Medium,Medium,Yes,5,76,Medium,Yes,3,Medium,High,Public,Neutral,5.0,Yes,High School,Near,Female,66,0.4126984126984127
5904,15,91,Medium,High,Yes,4,72,Low,Yes,1,High,High,Private,Neutral,2.0,No,High School,Near,Male,69,0.16483516483516483
5905,18,90,High,Medium,No,7,81,Medium,Yes,2,Medium,Low,Public,Negative,3.0,No,Postgraduate,Moderate,Male,69,0.2
5906,19,93,Medium,High,No,7,95,Low,Yes,3,Medium,Medium,Private,Negative,3.0,No,High School,Near,Female,71,0.20430107526881722
5907,3,60,Medium,Low,Yes,6,78,Low,Yes,1,Low,Medium,Public,Positive,1.0,No,Postgraduate,Near,Female,57,0.05
5908,30,80,High,High,No,5,80,Medium,Yes,0,Low,Medium,Private,Positive,4.0,No,Postgraduate,Near,Female,72,0.375
5909,15,88,Low,Medium,Yes,4,67,Medium,Yes,1,Medium,High,Private,Positive,4.0,No,High School,Far,Female,66,0.17045454545454544
5910,23,66,Medium,Medium,Yes,6,80,Medium,Yes,1,Medium,Medium,Public,Positive,3.0,No,College,Near,Female,66,0.3484848484848485
5911,19,86,Medium,Medium,No,6,81,Medium,Yes,3,Medium,High,Public,Neutral,3.0,No,College,Near,Male,70,0.22093023255813954
5912,28,63,Medium,Medium,No,8,88,Medium,Yes,2,Low,High,Public,Positive,2.0,No,High School,Near,Male,67,0.4444444444444444
5913,22,67,Medium,Medium,Yes,7,79,Medium,Yes,1,Medium,Low,Private,Neutral,3.0,No,College,Moderate,Female,65,0.3283582089552239
5914,19,79,Medium,Medium,Yes,9,60,Low,Yes,1,Low,Medium,Public,Neutral,3.0,Yes,High School,Near,Female,63,0.24050632911392406
5915,15,86,High,Low,No,8,79,Medium,Yes,3,Low,Medium,Public,Positive,3.0,No,College,Near,Female,68,0.1744186046511628
5916,25,66,Low,Medium,Yes,8,65,Medium,Yes,0,Medium,Medium,Public,Positive,3.0,Yes,High School,Near,Male,63,0.3787878787878788
5917,9,67,Medium,High,Yes,8,54,Medium,Yes,3,Medium,High,Private,Positive,5.0,No,College,Moderate,Male,63,0.13432835820895522
5918,24,68,Medium,Medium,Yes,5,91,High,Yes,1,High,Medium,Public,Negative,4.0,No,College,Near,Female,68,0.35294117647058826
5919,13,70,Medium,Medium,Yes,6,53,Medium,Yes,2,Low,Medium,Public,Negative,0.0,Yes,College,Moderate,Female,60,0.18571428571428572
5920,28,69,Medium,Medium,No,10,82,High,Yes,0,Medium,Medium,Private,Neutral,2.0,No,High School,Near,Female,67,0.4057971014492754
5921,21,76,Low,Low,Yes,4,99,High,Yes,0,Low,Low,Public,Positive,3.0,No,College,Far,Male,65,0.27631578947368424
5922,24,86,High,Low,Yes,7,54,Medium,Yes,0,Low,High,Public,Neutral,2.0,No,College,Near,Male,68,0.27906976744186046
5923,20,78,Medium,Low,No,8,61,Medium,Yes,0,Medium,Medium,Public,Neutral,2.0,Yes,High School,Moderate,Female,62,0.2564102564102564
5924,9,91,Medium,Low,No,4,88,Low,Yes,2,Medium,Medium,Public,Neutral,4.0,Yes,Postgraduate,Near,Female,65,0.0989010989010989
5925,15,89,Medium,Medium,Yes,6,55,High,Yes,1,Low,Medium,Private,Positive,3.0,No,High School,Near,Male,66,0.16853932584269662
5926,24,65,Medium,Medium,Yes,10,92,Low,Yes,3,Medium,High,Public,Neutral,4.0,No,High School,Near,Male,67,0.36923076923076925
5927,21,62,Low,High,Yes,7,50,Low,No,1,High,Medium,Public,Negative,2.0,No,High School,Moderate,Female,60,0.3387096774193548
5928,27,95,Low,High,Yes,6,94,High,Yes,2,Medium,Medium,Public,Neutral,4.0,No,Postgraduate,Far,Female,74,0.28421052631578947
5929,22,63,Low,Low,Yes,7,53,Medium,Yes,1,High,Medium,Public,Neutral,4.0,No,High School,Near,Male,62,0.3492063492063492
5930,14,66,Low,Medium,Yes,6,96,Low,Yes,0,High,Medium,Public,Negative,3.0,No,College,Moderate,Male,61,0.21212121212121213
5931,15,61,Medium,Medium,No,10,93,High,Yes,0,Medium,High,Public,Neutral,4.0,No,High School,Near,Male,63,0.2459016393442623
5932,21,85,Medium,Low,No,6,77,Medium,Yes,2,Low,Medium,Public,Neutral,3.0,No,College,Far,Male,66,0.24705882352941178
5933,6,83,Medium,Medium,No,6,89,Medium,Yes,1,Low,Medium,Public,Positive,4.0,No,Postgraduate,Near,Female,65,0.07228915662650602
5934,30,99,Low,Medium,No,5,54,Medium,Yes,0,Medium,Medium,Private,Positive,3.0,No,Postgraduate,Near,Male,72,0.30303030303030304
5935,23,95,High,Medium,No,7,57,Medium,Yes,1,Low,Medium,Private,Neutral,2.0,No,High School,Near,Female,70,0.24210526315789474
5936,27,76,High,High,Yes,7,68,Medium,Yes,1,Medium,Medium,Public,Neutral,3.0,No,Postgraduate,Moderate,Female,71,0.35526315789473684
5937,11,75,High,High,Yes,9,77,Medium,No,1,High,High,Private,Neutral,2.0,Yes,College,Moderate,Male,64,0.14666666666666667
5938,27,72,Medium,High,No,5,93,Low,Yes,1,High,Medium,Public,Positive,2.0,No,College,Near,Male,70,0.375
5939,33,66,Medium,Medium,No,8,77,Medium,Yes,2,Medium,Low,Public,Neutral,3.0,No,High School,Near,Male,68,0.5
5940,12,66,Low,High,Yes,7,83,Medium,No,1,Medium,Medium,Public,Neutral,3.0,No,High School,Near,Male,61,0.18181818181818182
5941,25,65,High,Medium,Yes,4,84,High,Yes,1,High,Medium,Public,Positive,2.0,No,High School,Near,Male,68,0.38461538461538464
5942,20,65,Low,Medium,No,6,94,Medium,Yes,1,Low,High,Public,Positive,2.0,No,Postgraduate,Near,Female,64,0.3076923076923077
5943,11,70,Medium,High,Yes,6,89,Low,Yes,2,Medium,Medium,Public,Positive,4.0,No,High School,Near,Female,64,0.15714285714285714
5944,23,72,Medium,High,Yes,10,99,Medium,Yes,2,Medium,High,Private,Neutral,4.0,No,Postgraduate,Near,Female,71,0.3194444444444444
5945,25,98,Medium,High,Yes,8,51,Medium,Yes,0,Medium,Medium,Private,Positive,2.0,No,College,Moderate,Female,72,0.25510204081632654
5946,16,83,Medium,Medium,Yes,7,60,Medium,Yes,0,High,Medium,Public,Positive,1.0,No,College,Moderate,Female,66,0.1927710843373494
5947,27,100,Low,Medium,Yes,4,97,Low,Yes,4,Low,High,Public,Positive,3.0,No,High School,Near,Female,74,0.27
5948,10,75,Medium,Medium,Yes,4,90,Medium,Yes,3,Medium,High,Public,Positive,3.0,Yes,Postgraduate,Moderate,Male,65,0.13333333333333333
5949,11,78,High,High,No,8,63,Low,Yes,1,Low,Medium,Public,Neutral,3.0,No,High School,Near,Female,64,0.14102564102564102
5950,21,73,High,Medium,Yes,8,99,Medium,Yes,1,Medium,High,Public,Positive,4.0,No,College,Moderate,Male,69,0.2876712328767123
5951,20,67,Medium,Medium,No,6,93,Low,No,1,Low,Medium,Public,Negative,3.0,Yes,College,Near,Male,62,0.29850746268656714
5952,16,66,Medium,Medium,Yes,7,53,High,Yes,2,Medium,Medium,Public,Negative,2.0,No,Postgraduate,Moderate,Male,62,0.24242424242424243
5953,25,98,Low,Low,Yes,7,91,Medium,Yes,2,Low,Low,Public,Positive,3.0,No,Postgraduate,Near,Female,72,0.25510204081632654
5954,23,99,Medium,High,No,7,89,High,Yes,1,Medium,Medium,Public,Neutral,3.0,No,High School,Near,Female,73,0.23232323232323232
5955,25,62,Medium,Low,No,6,61,High,Yes,1,Medium,Medium,Public,Positive,4.0,No,Postgraduate,Moderate,Female,64,0.4032258064516129
5956,19,66,Medium,Medium,No,8,83,Medium,Yes,2,Medium,High,Public,Neutral,3.0,No,High School,Near,Female,65,0.2878787878787879
5957,24,77,High,High,Yes,9,99,Medium,Yes,1,Low,Medium,Public,Positive,1.0,No,High School,Near,Male,70,0.3116883116883117
5958,17,67,Medium,Medium,Yes,6,84,High,Yes,1,High,High,Public,Neutral,3.0,No,Postgraduate,Moderate,Female,66,0.2537313432835821
5959,32,75,Low,High,No,5,91,Low,Yes,1,High,Medium,Public,Positive,2.0,No,College,Moderate,Female,70,0.4266666666666667
5960,15,65,Medium,High,Yes,6,55,Low,Yes,2,Medium,Medium,Private,Positive,3.0,No,High School,Near,Female,63,0.23076923076923078
5961,33,78,Low,Low,No,7,86,Medium,Yes,1,Low,High,Public,Positive,4.0,No,High School,Near,Male,69,0.4230769230769231
5962,20,71,High,Medium,Yes,8,60,Low,Yes,0,Medium,Medium,Public,Neutral,2.0,No,High School,Near,Male,64,0.28169014084507044
5963,12,74,Low,Medium,No,8,54,Medium,Yes,2,Medium,Medium,Private,Positive,5.0,No,Postgraduate,Moderate,Female,63,0.16216216216216217
5964,28,64,Medium,Medium,No,8,78,Low,Yes,2,Medium,Medium,Private,Negative,3.0,No,Postgraduate,Near,Male,66,0.4375
5965,21,77,Medium,Medium,Yes,8,88,Low,Yes,2,High,Medium,Private,Positive,1.0,No,College,Moderate,Female,68,0.2727272727272727
5966,25,99,Medium,Medium,Yes,7,77,Medium,Yes,0,High,High,Public,Neutral,3.0,No,High School,Near,Male,97,0.25252525252525254
5967,27,73,Low,Low,No,9,97,Medium,Yes,2,Medium,High,Public,Neutral,1.0,No,High School,Near,Female,67,0.3698630136986301
5968,22,95,Medium,Medium,No,7,85,Medium,Yes,0,Medium,Medium,Private,Positive,4.0,No,College,Near,Male,71,0.23157894736842105
5969,16,94,Low,Low,Yes,8,56,Low,Yes,2,Low,High,Public,Positive,2.0,No,College,Near,Female,66,0.1702127659574468
5970,26,98,Medium,Low,Yes,7,97,Medium,Yes,2,Low,Medium,Public,Neutral,2.0,Yes,Postgraduate,Moderate,Male,72,0.2653061224489796
5971,20,92,High,Medium,Yes,7,58,Low,Yes,2,Low,Low,Public,Neutral,4.0,No,Postgraduate,Near,Female,70,0.21739130434782608
5972,24,86,Medium,Medium,Yes,7,88,Medium,Yes,1,Low,Medium,Public,Neutral,3.0,No,High School,Far,Male,69,0.27906976744186046
5973,7,94,Medium,Low,Yes,9,57,High,Yes,2,Medium,Medium,Public,Negative,3.0,No,Postgraduate,Near,Female,66,0.07446808510638298
5974,23,63,High,High,No,7,100,Low,Yes,2,Medium,High,Private,Positive,3.0,No,Postgraduate,Near,Female,69,0.36507936507936506
5975,16,79,Medium,Medium,Yes,6,67,Low,No,2,Medium,High,Private,Positive,3.0,No,College,Near,Male,65,0.20253164556962025
5976,30,100,High,High,No,6,75,Medium,Yes,0,Low,Medium,Public,Neutral,4.0,No,College,Moderate,Female,75,0.3
5977,24,91,Low,Medium,No,8,73,Medium,Yes,2,Low,High,Private,Positive,2.0,No,Postgraduate,Moderate,Male,70,0.26373626373626374
5978,21,98,High,Low,Yes,6,55,Low,Yes,1,Medium,Medium,Public,Positive,3.0,No,High School,Near,Male,70,0.21428571428571427
5979,23,91,Medium,High,Yes,7,75,Low,Yes,2,Low,High,Public,Negative,2.0,No,High School,Far,Male,69,0.25274725274725274
5980,14,95,High,Medium,No,7,57,Medium,Yes,2,Low,Low,Public,Neutral,2.0,No,College,Near,Female,68,0.14736842105263157
5981,30,88,Low,Medium,Yes,6,90,High,Yes,4,High,Medium,Private,Negative,2.0,No,College,Moderate,Male,73,0.3409090909090909
5982,32,90,Medium,Medium,Yes,5,98,High,Yes,0,Medium,High,Public,Neutral,3.0,No,College,Moderate,Male,74,0.35555555555555557
5983,22,81,Low,Low,No,5,90,Medium,Yes,0,High,Medium,Public,Positive,2.0,No,College,Moderate,Female,66,0.2716049382716049
5984,30,97,High,Medium,Yes,6,72,High,Yes,1,Low,High,Public,Positive,2.0,No,High School,Far,Female,74,0.30927835051546393
5985,17,93,Medium,Low,Yes,5,50,Low,Yes,3,High,Medium,Public,Positive,2.0,No,High School,Moderate,Male,67,0.1827956989247312
5986,15,94,High,Medium,Yes,8,52,Low,Yes,1,Medium,Medium,Private,Positive,2.0,No,College,Far,Female,67,0.1595744680851064
5987,20,87,Medium,High,No,10,75,Low,Yes,3,Medium,Medium,Private,Neutral,2.0,No,College,Near,Female,70,0.22988505747126436
5988,23,72,Low,High,Yes,6,84,Medium,Yes,1,High,High,Public,Neutral,2.0,No,High School,Near,Male,67,0.3194444444444444
5989,18,61,Medium,Low,Yes,6,91,High,Yes,3,Medium,High,Public,Positive,3.0,No,College,Moderate,Female,80,0.29508196721311475
5990,23,97,Medium,High,Yes,6,80,Low,Yes,1,Low,Low,Public,Negative,2.0,No,College,Moderate,Male,70,0.23711340206185566
5991,22,83,High,Medium,No,8,99,Low,Yes,4,High,High,Public,Negative,4.0,Yes,High School,Near,Female,71,0.26506024096385544
5992,14,72,Medium,Low,No,8,75,High,Yes,4,High,Medium,Private,Positive,2.0,Yes,College,Near,Male,64,0.19444444444444445
5993,23,66,High,High,Yes,7,80,Medium,Yes,1,Medium,Medium,Public,Positive,3.0,No,College,Moderate,Female,68,0.3484848484848485
5994,25,93,Medium,Medium,No,5,62,Medium,Yes,0,Low,Medium,Public,Neutral,3.0,No,High School,Far,Male,68,0.26881720430107525
5995,21,93,Medium,Medium,Yes,6,67,Medium,No,1,High,Medium,Public,Positive,3.0,No,High School,Near,Female,69,0.22580645161290322
5996,27,93,High,Low,Yes,7,84,Low,Yes,1,Medium,Medium,Private,Neutral,2.0,No,Postgraduate,Near,Male,72,0.2903225806451613
5997,13,86,Medium,Medium,No,7,80,Medium,Yes,0,Low,Medium,Private,Negative,5.0,No,College,Near,Male,65,0.1511627906976744
5998,23,75,Low,Low,Yes,7,68,Medium,Yes,1,High,Low,Private,Neutral,4.0,Yes,High School,Near,Male,64,0.30666666666666664
5999,13,72,Medium,High,No,8,56,Low,Yes,1,Low,High,Public,Positive,4.0,No,Postgraduate,Moderate,Female,64,0.18055555555555555
6000,13,60,Low,Medium,No,5,67,High,Yes,1,Low,Medium,Public,Positive,4.0,Yes,High School,Far,Male,58,0.21666666666666667
6001,16,93,High,Medium,Yes,7,52,Low,Yes,2,Medium,High,Public,Neutral,3.0,No,High School,Near,Male,69,0.17204301075268819
6002,14,63,High,Low,No,7,79,Medium,Yes,1,Low,Medium,Public,Neutral,3.0,No,High School,Near,Male,61,0.2222222222222222
6003,17,85,High,High,Yes,6,66,Medium,Yes,0,Medium,High,Public,Neutral,2.0,No,College,Moderate,Female,68,0.2
6004,19,80,High,Medium,Yes,6,69,Low,Yes,1,Low,Low,Private,Neutral,4.0,Yes,College,Near,Male,66,0.2375
6005,25,81,Medium,Medium,No,8,79,Low,Yes,1,Medium,Medium,Public,Neutral,4.0,No,College,Near,Female,68,0.30864197530864196
6006,18,97,Low,High,No,5,79,Low,Yes,2,Low,High,Public,Positive,3.0,No,College,Moderate,Male,70,0.18556701030927836
6007,10,61,High,Low,Yes,10,79,Medium,Yes,4,High,High,Public,Positive,2.0,Yes,College,Moderate,Male,62,0.16393442622950818
6008,27,91,Medium,Medium,No,8,75,Low,Yes,2,Medium,High,Private,Neutral,3.0,No,High School,Near,Male,71,0.2967032967032967
6009,15,62,Medium,Medium,No,7,74,High,Yes,0,Low,High,Public,Negative,3.0,No,Postgraduate,Moderate,Female,61,0.24193548387096775
6010,20,62,High,Medium,Yes,7,91,Low,Yes,1,Medium,Low,Public,Negative,3.0,No,College,Near,Male,64,0.3225806451612903
6011,23,77,Medium,Low,No,8,73,Medium,Yes,1,Low,Low,Public,Positive,2.0,No,College,Near,Male,65,0.2987012987012987
6012,21,63,Low,Medium,Yes,6,77,Low,Yes,3,Medium,High,Public,Negative,1.0,No,High School,Near,Male,63,0.3333333333333333
6013,27,92,High,Medium,Yes,6,99,Low,Yes,4,Low,Low,Private,Positive,3.0,No,High School,Near,Female,74,0.29347826086956524
6014,23,81,Medium,High,No,9,59,Low,Yes,2,Medium,High,Public,Neutral,2.0,No,College,Near,Male,68,0.2839506172839506
6015,15,61,High,Medium,Yes,6,86,High,Yes,2,High,High,Public,Neutral,3.0,No,High School,Near,Female,65,0.2459016393442623
6016,33,62,Medium,Medium,No,7,74,Low,Yes,2,Medium,Medium,Public,Neutral,2.0,No,College,Moderate,Male,66,0.532258064516129
6017,21,85,Medium,High,Yes,6,92,Medium,Yes,1,Medium,High,Public,Neutral,2.0,Yes,High School,Moderate,Male,69,0.24705882352941178
6018,19,92,Low,Medium,Yes,7,70,Low,Yes,2,High,Medium,Private,Positive,2.0,No,College,Near,Male,69,0.20652173913043478
6019,26,78,High,Medium,No,8,65,Medium,Yes,3,Medium,Medium,Public,Positive,3.0,No,College,Near,Female,70,0.3333333333333333
6020,21,82,Medium,Medium,Yes,10,60,High,Yes,3,High,High,Public,Positive,4.0,No,High School,Near,Female,70,0.25609756097560976
6021,22,92,Medium,Medium,Yes,6,94,Medium,Yes,1,Medium,Medium,Public,Positive,3.0,No,High School,Near,Male,71,0.2391304347826087
6022,35,84,Medium,Medium,No,5,86,Medium,Yes,1,Medium,Medium,Public,Neutral,3.0,No,High School,Near,Female,72,0.4166666666666667
6023,18,69,Medium,Low,No,7,54,Medium,Yes,1,Low,High,Public,Neutral,4.0,No,High School,Moderate,Male,61,0.2608695652173913
6024,18,85,Medium,High,Yes,6,86,High,No,1,Medium,Medium,Private,Neutral,3.0,No,High School,Near,Female,68,0.21176470588235294
6025,21,85,Medium,Low,Yes,7,52,Medium,Yes,3,Low,Medium,Private,Neutral,3.0,No,High School,Near,Male,66,0.24705882352941178
6026,26,89,Medium,Medium,Yes,8,59,Low,Yes,1,Low,High,Public,Neutral,4.0,No,High School,Near,Male,70,0.29213483146067415
6027,11,85,Medium,Low,No,10,80,Low,No,0,Low,High,Public,Positive,3.0,No,College,Near,Female,63,0.12941176470588237
